especie,aumento,filename,path,Clase,Caracteristicas visibles,Orientacion
Cuangare,160X,Fri Sep 27 16-09-30.bmp,Cuangare/160X/Fri Sep 27 16-09-30.bmp,1,2,-37.79999923706055
Cuangare,160X,Fri Sep 27 16-09-42.bmp,Cuangare/160X/Fri Sep 27 16-09-42.bmp,1,2,-59.39999961853027
Cuangare,160X,Fri Sep 27 16-09-50.bmp,Cuangare/160X/Fri Sep 27 16-09-50.bmp,1,2,-55.79999923706055
Cuangare,160X,Fri Sep 27 16-09-56.bmp,Cuangare/160X/Fri Sep 27 16-09-56.bmp,1,2,-34.20000076293945
Cuangare,160X,Fri Sep 27 16-10-03.bmp,Cuangare/160X/Fri Sep 27 16-10-03.bmp,1,2,-41.400001525878906
Cuangare,160X,Fri Sep 27 16-10-08.bmp,Cuangare/160X/Fri Sep 27 16-10-08.bmp,1,2,-45.0
Cuangare,160X,Fri Sep 27 16-10-19.bmp,Cuangare/160X/Fri Sep 27 16-10-19.bmp,1,2,-12.600006103515625
Cuangare,160X,Fri Sep 27 16-10-27.bmp,Cuangare/160X/Fri Sep 27 16-10-27.bmp,1,1,-16.199996948242188
Cuangare,160X,Fri Sep 27 16-10-37.bmp,Cuangare/160X/Fri Sep 27 16-10-37.bmp,1,2,5.399993896484375
Cuangare,160X,Fri Sep 27 16-10-43.bmp,Cuangare/160X/Fri Sep 27 16-10-43.bmp,1,2,1.8000030517578125
Cuangare,160X,Fri Sep 27 16-10-48.bmp,Cuangare/160X/Fri Sep 27 16-10-48.bmp,1,2,-1.8000030517578125
Cuangare,160X,Fri Sep 27 16-10-54.bmp,Cuangare/160X/Fri Sep 27 16-10-54.bmp,1,2,9.0
Cuangare,160X,Fri Sep 27 16-10-59.bmp,Cuangare/160X/Fri Sep 27 16-10-59.bmp,1,2,9.0
Cuangare,160X,Fri Sep 27 16-11-10.bmp,Cuangare/160X/Fri Sep 27 16-11-10.bmp,1,2,9.0
Cuangare,160X,Fri Sep 27 16-11-15.bmp,Cuangare/160X/Fri Sep 27 16-11-15.bmp,1,2,12.600006103515625
Cuangare,160X,Fri Sep 27 16-11-22.bmp,Cuangare/160X/Fri Sep 27 16-11-22.bmp,1,2,34.19999694824219
Cuangare,160X,Fri Sep 27 16-11-32.bmp,Cuangare/160X/Fri Sep 27 16-11-32.bmp,1,2,30.600006103515625
Cuangare,160X,Fri Sep 27 16-11-37.bmp,Cuangare/160X/Fri Sep 27 16-11-37.bmp,1,2,9.0
Cuangare,160X,Fri Sep 27 16-11-50.bmp,Cuangare/160X/Fri Sep 27 16-11-50.bmp,1,2,23.399993896484375
Cuangare,160X,Fri Sep 27 16-11-54.bmp,Cuangare/160X/Fri Sep 27 16-11-54.bmp,1,2,16.199996948242188
Cuangare,160X,Fri Sep 27 16-12-02.bmp,Cuangare/160X/Fri Sep 27 16-12-02.bmp,1,2,5.399993896484375
Cuangare,160X,Fri Sep 27 16-12-08.bmp,Cuangare/160X/Fri Sep 27 16-12-08.bmp,1,2,9.0
Cuangare,160X,Fri Sep 27 16-12-24.bmp,Cuangare/160X/Fri Sep 27 16-12-24.bmp,1,2,34.19999694824219
Cuangare,160X,Fri Sep 27 16-13-04.bmp,Cuangare/160X/Fri Sep 27 16-13-04.bmp,1,2,34.19999694824219
Cuangare,160X,Fri Sep 27 16-13-08.bmp,Cuangare/160X/Fri Sep 27 16-13-08.bmp,1,2,23.399993896484375
Cuangare,160X,Fri Sep 27 16-13-15.bmp,Cuangare/160X/Fri Sep 27 16-13-15.bmp,1,2,19.800003051757812
Cuangare,160X,Fri Sep 27 16-22-09.bmp,Cuangare/160X/Fri Sep 27 16-22-09.bmp,1,1,-70.20000076293945
Cuangare,160X,Fri Sep 27 16-22-38.bmp,Cuangare/160X/Fri Sep 27 16-22-38.bmp,1,2,-45.0
Cuangare,160X,Fri Sep 27 16-22-48.bmp,Cuangare/160X/Fri Sep 27 16-22-48.bmp,1,2,-84.60000038146973
Cuangare,160X,Fri Sep 27 16-22-57.bmp,Cuangare/160X/Fri Sep 27 16-22-57.bmp,1,2,-66.5999984741211
Cuangare,160X,Fri Sep 27 16-23-03.bmp,Cuangare/160X/Fri Sep 27 16-23-03.bmp,1,1,16.199996948242188
Cuangare,160X,Fri Sep 27 16-23-13.bmp,Cuangare/160X/Fri Sep 27 16-23-13.bmp,1,2,19.800003051757812
Cuangare,160X,Fri Sep 27 16-23-19.bmp,Cuangare/160X/Fri Sep 27 16-23-19.bmp,1,3,37.80000305175781
Cuangare,160X,Fri Sep 27 16-23-36.bmp,Cuangare/160X/Fri Sep 27 16-23-36.bmp,1,3,41.399993896484375
Cuangare,160X,Fri Sep 27 16-23-42.bmp,Cuangare/160X/Fri Sep 27 16-23-42.bmp,1,2,52.19999694824219
Cuangare,160X,Fri Sep 27 16-23-47.bmp,Cuangare/160X/Fri Sep 27 16-23-47.bmp,1,2,59.399993896484375
Cuangare,160X,Fri Sep 27 16-24-00.bmp,Cuangare/160X/Fri Sep 27 16-24-00.bmp,1,2,70.19999694824219
Cuangare,160X,Fri Sep 27 16-24-14.bmp,Cuangare/160X/Fri Sep 27 16-24-14.bmp,1,2,55.80000305175781
Cuangare,160X,Fri Sep 27 16-27-11.bmp,Cuangare/160X/Fri Sep 27 16-27-11.bmp,1,3,84.60000610351562
Cuangare,160X,Fri Sep 27 16-27-14.bmp,Cuangare/160X/Fri Sep 27 16-27-14.bmp,1,2,84.60000610351562
Cuangare,160X,Fri Sep 27 16-27-27.bmp,Cuangare/160X/Fri Sep 27 16-27-27.bmp,1,2,48.600006103515625
Cuangare,160X,Fri Sep 27 16-27-50.bmp,Cuangare/160X/Fri Sep 27 16-27-50.bmp,1,2,9.0
Cuangare,160X,Fri Sep 27 16-27-55.bmp,Cuangare/160X/Fri Sep 27 16-27-55.bmp,1,2,27.0
Cuangare,160X,Fri Sep 27 16-28-11.bmp,Cuangare/160X/Fri Sep 27 16-28-11.bmp,1,2,1.8000030517578125
Cuangare,160X,Fri Sep 27 16-28-45.bmp,Cuangare/160X/Fri Sep 27 16-28-45.bmp,1,2,-63.0
Cuangare,160X,Fri Sep 27 16-29-16.bmp,Cuangare/160X/Fri Sep 27 16-29-16.bmp,1,2,70.19999694824219
Cuangare,160X,Fri Sep 27 16-29-19.bmp,Cuangare/160X/Fri Sep 27 16-29-19.bmp,1,2,52.19999694824219
Cuangare,160X,Fri Sep 27 16-29-28.bmp,Cuangare/160X/Fri Sep 27 16-29-28.bmp,1,2,81.0
Cuangare,160X,Fri Sep 27 16-29-32.bmp,Cuangare/160X/Fri Sep 27 16-29-32.bmp,1,2,59.399993896484375
Cuangare,160X,Fri Sep 27 16-32-58.bmp,Cuangare/160X/Fri Sep 27 16-32-58.bmp,1,2,23.399993896484375
Cuangare,160X,Fri Sep 27 16-33-07.bmp,Cuangare/160X/Fri Sep 27 16-33-07.bmp,1,2,30.600006103515625
Cuangare,160X,Fri Sep 27 16-33-12.bmp,Cuangare/160X/Fri Sep 27 16-33-12.bmp,1,2,34.19999694824219
Cuangare,160X,Fri Sep 27 16-33-16.bmp,Cuangare/160X/Fri Sep 27 16-33-16.bmp,1,2,34.19999694824219
Cuangare,160X,Fri Sep 27 16-33-25.bmp,Cuangare/160X/Fri Sep 27 16-33-25.bmp,1,2,23.399993896484375
Cuangare,160X,Fri Sep 27 16-33-37.bmp,Cuangare/160X/Fri Sep 27 16-33-37.bmp,1,2,12.600006103515625
Cuangare,160X,Fri Sep 27 16-33-43.bmp,Cuangare/160X/Fri Sep 27 16-33-43.bmp,1,2,9.0
Cuangare,160X,Fri Sep 27 16-33-50.bmp,Cuangare/160X/Fri Sep 27 16-33-50.bmp,1,2,12.600006103515625
Cuangare,160X,Fri Sep 27 16-34-04.bmp,Cuangare/160X/Fri Sep 27 16-34-04.bmp,1,2,5.399993896484375
Cuangare,160X,Fri Sep 27 16-34-14.bmp,Cuangare/160X/Fri Sep 27 16-34-14.bmp,1,2,-12.600006103515625
Cuangare,160X,Fri Sep 27 16-34-19.bmp,Cuangare/160X/Fri Sep 27 16-34-19.bmp,1,2,-1.8000030517578125
Cuangare,160X,Fri Sep 27 16-34-23.bmp,Cuangare/160X/Fri Sep 27 16-34-23.bmp,1,2,-5.399993896484375
Cuangare,160X,Fri Sep 27 16-34-47.bmp,Cuangare/160X/Fri Sep 27 16-34-47.bmp,1,1,-19.800003051757812
Cuangare,160X,Fri Sep 27 16-34-58.bmp,Cuangare/160X/Fri Sep 27 16-34-58.bmp,1,2,-34.20000076293945
Cuangare,160X,Fri Sep 27 16-35-06.bmp,Cuangare/160X/Fri Sep 27 16-35-06.bmp,1,2,-41.400001525878906
Cuangare,160X,Fri Sep 27 16-35-15.bmp,Cuangare/160X/Fri Sep 27 16-35-15.bmp,1,2,-55.79999923706055
Cuangare,160X,Fri Sep 27 16-35-21.bmp,Cuangare/160X/Fri Sep 27 16-35-21.bmp,1,3,-63.0
Cuangare,160X,Fri Sep 27 16-35-37.bmp,Cuangare/160X/Fri Sep 27 16-35-37.bmp,1,2,-88.20000004768372
Cuangare,160X,Fri Sep 27 16-36-07.bmp,Cuangare/160X/Fri Sep 27 16-36-07.bmp,1,2,-16.199996948242188
Cuangare,160X,Fri Sep 27 16-36-15.bmp,Cuangare/160X/Fri Sep 27 16-36-15.bmp,1,2,-23.399993896484375
Cuangare,160X,Fri Sep 27 16-36-38.bmp,Cuangare/160X/Fri Sep 27 16-36-38.bmp,1,2,-45.0
Cuangare,160X,Fri Sep 27 16-36-44.bmp,Cuangare/160X/Fri Sep 27 16-36-44.bmp,1,2,-59.39999961853027
Cuangare,160X,Fri Sep 27 16-36-53.bmp,Cuangare/160X/Fri Sep 27 16-36-53.bmp,1,2,-66.5999984741211
Cuangare,160X,Fri Sep 27 16-37-03.bmp,Cuangare/160X/Fri Sep 27 16-37-03.bmp,1,2,-77.39999961853027
Cuangare,160X,Fri Sep 27 16-37-21.bmp,Cuangare/160X/Fri Sep 27 16-37-21.bmp,1,3,84.60000610351562
Cuangare,160X,Fri Sep 27 16-37-26.bmp,Cuangare/160X/Fri Sep 27 16-37-26.bmp,1,2,88.19999694824219
Cuangare,160X,Fri Sep 27 16-37-32.bmp,Cuangare/160X/Fri Sep 27 16-37-32.bmp,1,2,84.60000610351562
Cuangare,160X,Fri Sep 27 16-37-37.bmp,Cuangare/160X/Fri Sep 27 16-37-37.bmp,1,2,81.0
Cuangare,160X,Fri Sep 27 16-37-47.bmp,Cuangare/160X/Fri Sep 27 16-37-47.bmp,1,2,66.60000610351562
Cuangare,160X,Fri Sep 27 16-42-08.bmp,Cuangare/160X/Fri Sep 27 16-42-08.bmp,1,2,-30.599998474121094
Cuangare,160X,Fri Sep 27 16-42-14.bmp,Cuangare/160X/Fri Sep 27 16-42-14.bmp,1,2,-34.20000076293945
Cuangare,160X,Fri Sep 27 16-42-21.bmp,Cuangare/160X/Fri Sep 27 16-42-21.bmp,1,2,-34.20000076293945
Cuangare,160X,Fri Sep 27 16-42-52.bmp,Cuangare/160X/Fri Sep 27 16-42-52.bmp,1,2,9.0
Cuangare,160X,Fri Sep 27 16-43-17.bmp,Cuangare/160X/Fri Sep 27 16-43-17.bmp,1,2,12.600006103515625
Cuangare,160X,Fri Sep 27 16-43-29.bmp,Cuangare/160X/Fri Sep 27 16-43-29.bmp,1,3,-12.600006103515625
Cuangare,160X,Fri Sep 27 16-43-34.bmp,Cuangare/160X/Fri Sep 27 16-43-34.bmp,1,2,-19.800003051757812
Cuangare,160X,Fri Sep 27 16-43-41.bmp,Cuangare/160X/Fri Sep 27 16-43-41.bmp,1,2,-12.600006103515625
Cuangare,160X,Fri Sep 27 16-44-03.bmp,Cuangare/160X/Fri Sep 27 16-44-03.bmp,1,2,16.199996948242188
Cuangare,160X,Fri Sep 27 16-44-09.bmp,Cuangare/160X/Fri Sep 27 16-44-09.bmp,1,2,16.199996948242188
Cuangare,160X,Fri Sep 27 16-44-16.bmp,Cuangare/160X/Fri Sep 27 16-44-16.bmp,1,3,12.600006103515625
Cuangare,160X,Fri Sep 27 16-44-26.bmp,Cuangare/160X/Fri Sep 27 16-44-26.bmp,1,2,1.8000030517578125
Cuangare,160X,Fri Sep 27 16-46-48.bmp,Cuangare/160X/Fri Sep 27 16-46-48.bmp,1,3,34.19999694824219
Cuangare,160X,Fri Sep 27 16-46-54.bmp,Cuangare/160X/Fri Sep 27 16-46-54.bmp,1,2,30.600006103515625
Cuangare,160X,Fri Sep 27 16-46-58.bmp,Cuangare/160X/Fri Sep 27 16-46-58.bmp,1,2,27.0
Cuangare,160X,Fri Sep 27 16-47-04.bmp,Cuangare/160X/Fri Sep 27 16-47-04.bmp,1,2,12.600006103515625
Cuangare,160X,Fri Sep 27 16-47-21.bmp,Cuangare/160X/Fri Sep 27 16-47-21.bmp,1,3,1.8000030517578125
Cuangare,160X,Fri Sep 27 16-47-30.bmp,Cuangare/160X/Fri Sep 27 16-47-30.bmp,1,2,27.0
Cuangare,160X,Fri Sep 27 16-47-35.bmp,Cuangare/160X/Fri Sep 27 16-47-35.bmp,1,2,34.19999694824219
Cuangare,160X,Fri Sep 27 16-47-39.bmp,Cuangare/160X/Fri Sep 27 16-47-39.bmp,1,3,52.19999694824219
Cuangare,160X,Fri Sep 27 16-47-49.bmp,Cuangare/160X/Fri Sep 27 16-47-49.bmp,1,3,-77.39999961853027
Cuangare,160X,Fri Sep 27 16-47-55.bmp,Cuangare/160X/Fri Sep 27 16-47-55.bmp,1,2,-59.39999961853027
Cuangare,160X,Fri Sep 27 16-48-20.bmp,Cuangare/160X/Fri Sep 27 16-48-20.bmp,1,2,27.0
Cuangare,160X,Fri Sep 27 16-48-25.bmp,Cuangare/160X/Fri Sep 27 16-48-25.bmp,1,2,-34.20000076293945
Cuangare,160X,Fri Sep 27 16-48-30.bmp,Cuangare/160X/Fri Sep 27 16-48-30.bmp,1,2,-34.20000076293945
Cuangare,160X,Fri Sep 27 16-48-35.bmp,Cuangare/160X/Fri Sep 27 16-48-35.bmp,1,3,-19.800003051757812
Cuangare,160X,Fri Sep 27 16-48-45.bmp,Cuangare/160X/Fri Sep 27 16-48-45.bmp,1,2,9.0
Cuangare,160X,Fri Sep 27 16-49-14.bmp,Cuangare/160X/Fri Sep 27 16-49-14.bmp,1,3,-1.8000030517578125
Cuangare,160X,Fri Sep 27 16-49-19.bmp,Cuangare/160X/Fri Sep 27 16-49-19.bmp,1,2,-23.399993896484375
Cuangare,160X,Fri Sep 27 16-49-24.bmp,Cuangare/160X/Fri Sep 27 16-49-24.bmp,1,3,-27.0
Cuangare,160X,Mon Sep 23 16-29-55.bmp,Cuangare/160X/Mon Sep 23 16-29-55.bmp,1,2,41.399993896484375
Cuangare,160X,Mon Sep 23 16-30-07.bmp,Cuangare/160X/Mon Sep 23 16-30-07.bmp,1,2,30.600006103515625
Cuangare,160X,Mon Sep 23 16-30-12.bmp,Cuangare/160X/Mon Sep 23 16-30-12.bmp,1,2,30.600006103515625
Cuangare,160X,Mon Sep 23 16-30-19.bmp,Cuangare/160X/Mon Sep 23 16-30-19.bmp,1,2,19.800003051757812
Cuangare,160X,Mon Sep 23 16-30-33.bmp,Cuangare/160X/Mon Sep 23 16-30-33.bmp,1,3,77.39999389648438
Cuangare,160X,Mon Sep 23 16-30-39.bmp,Cuangare/160X/Mon Sep 23 16-30-39.bmp,1,2,70.19999694824219
Cuangare,160X,Mon Sep 23 16-30-45.bmp,Cuangare/160X/Mon Sep 23 16-30-45.bmp,1,2,52.19999694824219
Cuangare,160X,Mon Sep 23 16-30-50.bmp,Cuangare/160X/Mon Sep 23 16-30-50.bmp,1,2,52.19999694824219
Cuangare,160X,Mon Sep 23 16-31-09.bmp,Cuangare/160X/Mon Sep 23 16-31-09.bmp,1,2,88.19999694824219
Cuangare,160X,Mon Sep 23 16-31-21.bmp,Cuangare/160X/Mon Sep 23 16-31-21.bmp,1,1,77.39999389648438
Cuangare,160X,Mon Sep 23 16-31-43.bmp,Cuangare/160X/Mon Sep 23 16-31-43.bmp,1,2,73.80000305175781
Cuangare,160X,Mon Sep 23 16-31-58.bmp,Cuangare/160X/Mon Sep 23 16-31-58.bmp,1,2,66.60000610351562
Cuangare,160X,Mon Sep 23 16-34-02.bmp,Cuangare/160X/Mon Sep 23 16-34-02.bmp,1,1,59.399993896484375
Cuangare,160X,Mon Sep 23 16-34-03.bmp,Cuangare/160X/Mon Sep 23 16-34-03.bmp,1,1,48.600006103515625
Cuangare,160X,Mon Sep 23 16-34-26.bmp,Cuangare/160X/Mon Sep 23 16-34-26.bmp,1,2,9.0
Cuangare,160X,Mon Sep 23 16-34-59.bmp,Cuangare/160X/Mon Sep 23 16-34-59.bmp,1,2,9.0
Cuangare,160X,Mon Sep 23 16-35-26.bmp,Cuangare/160X/Mon Sep 23 16-35-26.bmp,1,2,-34.20000076293945
Cuangare,160X,Mon Sep 23 16-35-36.bmp,Cuangare/160X/Mon Sep 23 16-35-36.bmp,1,2,41.399993896484375
Cuangare,160X,Mon Sep 23 16-35-45.bmp,Cuangare/160X/Mon Sep 23 16-35-45.bmp,1,3,-9.0
Cuangare,160X,Mon Sep 23 16-36-19.bmp,Cuangare/160X/Mon Sep 23 16-36-19.bmp,1,2,-63.0
Cuangare,160X,Sat Sep 07 16-54-35.bmp,Cuangare/160X/Sat Sep 07 16-54-35.bmp,1,2,-45.0
Cuangare,160X,Sat Sep 07 16-55-19.bmp,Cuangare/160X/Sat Sep 07 16-55-19.bmp,1,1,-9.0
Cuangare,160X,Sat Sep 07 16-55-25.bmp,Cuangare/160X/Sat Sep 07 16-55-25.bmp,1,2,-19.800003051757812
Cuangare,160X,Sat Sep 07 16-55-34.bmp,Cuangare/160X/Sat Sep 07 16-55-34.bmp,1,1,-27.0
Cuangare,160X,Sat Sep 07 16-55-40.bmp,Cuangare/160X/Sat Sep 07 16-55-40.bmp,1,3,-23.399993896484375
Cuangare,160X,Sat Sep 07 16-55-50.bmp,Cuangare/160X/Sat Sep 07 16-55-50.bmp,1,2,-37.79999923706055
Cuangare,160X,Tue Aug 06 17-10-13.bmp,Cuangare/160X/Tue Aug 06 17-10-13.bmp,1,2,-88.20000004768372
Cuangare,160X,Tue Aug 06 17-10-52.bmp,Cuangare/160X/Tue Aug 06 17-10-52.bmp,1,2,77.39999389648438
Cuangare,160X,Tue Aug 06 17-10-54.bmp,Cuangare/160X/Tue Aug 06 17-10-54.bmp,1,2,81.0
Cuangare,160X,Tue Aug 06 17-11-36.bmp,Cuangare/160X/Tue Aug 06 17-11-36.bmp,1,2,-81.0
Cuangare,160X,Tue Aug 06 17-11-48.bmp,Cuangare/160X/Tue Aug 06 17-11-48.bmp,1,2,-77.39999961853027
Cuangare,160X,Tue Aug 06 17-11-59.bmp,Cuangare/160X/Tue Aug 06 17-11-59.bmp,1,2,-81.0
Cuangare,160X,Tue Aug 06 17-19-22.bmp,Cuangare/160X/Tue Aug 06 17-19-22.bmp,1,1,-30.599998474121094
Cuangare,160X,Tue Aug 06 17-20-12.bmp,Cuangare/160X/Tue Aug 06 17-20-12.bmp,1,2,-88.20000004768372
Cuangare,160X,Tue Aug 06 17-20-24.bmp,Cuangare/160X/Tue Aug 06 17-20-24.bmp,1,2,-88.20000004768372
Cuangare,160X,Tue Aug 06 17-22-32.bmp,Cuangare/160X/Tue Aug 06 17-22-32.bmp,1,2,-45.0
Cuangare,160X,Tue Sep 24 20-38-10.bmp,Cuangare/160X/Tue Sep 24 20-38-10.bmp,0,2,-41.400001525878906
Cuangare,160X,Tue Sep 24 20-39-07.bmp,Cuangare/160X/Tue Sep 24 20-39-07.bmp,0,4,-48.599998474121094
Cuangare,160X,Tue Sep 24 20-40-00.bmp,Cuangare/160X/Tue Sep 24 20-40-00.bmp,0,3,-88.20000004768372
Cuangare,160X,Tue Sep 24 20-40-07.bmp,Cuangare/160X/Tue Sep 24 20-40-07.bmp,0,3,-81.0
Cuangare,160X,Tue Sep 24 20-40-15.bmp,Cuangare/160X/Tue Sep 24 20-40-15.bmp,0,2,-73.79999923706055
Cuangare,160X,Tue Sep 24 20-40-20.bmp,Cuangare/160X/Tue Sep 24 20-40-20.bmp,0,2,-84.60000038146973
Cuangare,160X,Tue Sep 24 20-41-08.bmp,Cuangare/160X/Tue Sep 24 20-41-08.bmp,0,3,-88.20000004768372
Cuangare,160X,Tue Sep 24 20-41-13.bmp,Cuangare/160X/Tue Sep 24 20-41-13.bmp,0,3,-84.60000038146973
Cuangare,160X,Tue Sep 24 20-41-26.bmp,Cuangare/160X/Tue Sep 24 20-41-26.bmp,0,3,-81.0
Cuangare,160X,Tue Sep 24 21-33-50.bmp,Cuangare/160X/Tue Sep 24 21-33-50.bmp,1,2,19.800003051757812
Cuangare,160X,Wed Aug 21 15-37-19.bmp,Cuangare/160X/Wed Aug 21 15-37-19.bmp,1,2,41.399993896484375
Cuangare,160X,Wed Aug 21 15-38-13.bmp,Cuangare/160X/Wed Aug 21 15-38-13.bmp,1,3,-70.20000076293945
Cuangare,160X,Wed Aug 21 15-39-31.bmp,Cuangare/160X/Wed Aug 21 15-39-31.bmp,1,3,19.800003051757812
Cuangare,160X,Wed Aug 21 15-39-42.bmp,Cuangare/160X/Wed Aug 21 15-39-42.bmp,1,3,5.399993896484375
Cuangare,160X,Wed Aug 21 15-39-50.bmp,Cuangare/160X/Wed Aug 21 15-39-50.bmp,1,3,9.0
Cuangare,160X,Wed Aug 21 15-39-59.bmp,Cuangare/160X/Wed Aug 21 15-39-59.bmp,1,3,9.0
Cuangare,160X,Wed Aug 21 15-40-11.bmp,Cuangare/160X/Wed Aug 21 15-40-11.bmp,1,3,5.399993896484375
Cuangare,160X,Wed Aug 21 15-40-39.bmp,Cuangare/160X/Wed Aug 21 15-40-39.bmp,1,3,1.8000030517578125
Cuangare,160X,Wed Aug 21 15-40-42.bmp,Cuangare/160X/Wed Aug 21 15-40-42.bmp,1,2,1.8000030517578125
Cuangare,160X,Wed Aug 21 15-40-44.bmp,Cuangare/160X/Wed Aug 21 15-40-44.bmp,1,2,1.8000030517578125
Cuangare,160X,Wed Aug 21 15-40-48.bmp,Cuangare/160X/Wed Aug 21 15-40-48.bmp,1,3,5.399993896484375
Cuangare,160X,Wed Aug 21 15-40-51.bmp,Cuangare/160X/Wed Aug 21 15-40-51.bmp,1,3,5.399993896484375
Cuangare,160X,Wed Aug 21 15-40-55.bmp,Cuangare/160X/Wed Aug 21 15-40-55.bmp,1,3,1.8000030517578125
Cuangare,160X,Wed Aug 21 15-41-01.bmp,Cuangare/160X/Wed Aug 21 15-41-01.bmp,1,3,1.8000030517578125
Cuangare,160X,Wed Aug 21 15-41-04.bmp,Cuangare/160X/Wed Aug 21 15-41-04.bmp,1,2,-1.8000030517578125
Cuangare,160X,Wed Aug 21 15-41-08.bmp,Cuangare/160X/Wed Aug 21 15-41-08.bmp,1,3,5.399993896484375
Cuangare,160X,Wed Aug 21 15-41-12.bmp,Cuangare/160X/Wed Aug 21 15-41-12.bmp,1,3,1.8000030517578125
Cuangare,160X,Wed Aug 21 15-41-26.bmp,Cuangare/160X/Wed Aug 21 15-41-26.bmp,1,2,9.0
Cuangare,160X,Wed Aug 21 15-41-42.bmp,Cuangare/160X/Wed Aug 21 15-41-42.bmp,1,3,1.8000030517578125
Cuangare,160X,Wed Aug 21 15-41-48.bmp,Cuangare/160X/Wed Aug 21 15-41-48.bmp,1,2,-5.399993896484375
Cuangare,160X,Wed Aug 21 15-41-57.bmp,Cuangare/160X/Wed Aug 21 15-41-57.bmp,1,2,-12.600006103515625
Cuangare,160X,Wed Aug 21 15-42-03.bmp,Cuangare/160X/Wed Aug 21 15-42-03.bmp,1,3,-9.0
Cuangare,160X,Wed Aug 21 15-42-15.bmp,Cuangare/160X/Wed Aug 21 15-42-15.bmp,1,2,-16.199996948242188
Cuangare,160X,Wed Aug 21 15-42-36.bmp,Cuangare/160X/Wed Aug 21 15-42-36.bmp,1,2,-9.0
Cuangare,160X,Wed Aug 21 15-42-48.bmp,Cuangare/160X/Wed Aug 21 15-42-48.bmp,1,2,-12.600006103515625
Cuangare,160X,Wed Aug 21 15-42-55.bmp,Cuangare/160X/Wed Aug 21 15-42-55.bmp,1,2,-12.600006103515625
Cuangare,160X,Wed Aug 21 15-43-07.bmp,Cuangare/160X/Wed Aug 21 15-43-07.bmp,1,2,-5.399993896484375
Cuangare,160X,Wed Aug 21 15-43-25.bmp,Cuangare/160X/Wed Aug 21 15-43-25.bmp,1,3,1.8000030517578125
Cuangare,160X,Wed Aug 21 15-43-35.bmp,Cuangare/160X/Wed Aug 21 15-43-35.bmp,1,3,-9.0
Cuangare,160X,Wed Aug 21 15-43-40.bmp,Cuangare/160X/Wed Aug 21 15-43-40.bmp,1,3,-5.399993896484375
Cuangare,160X,Wed Aug 21 15-43-48.bmp,Cuangare/160X/Wed Aug 21 15-43-48.bmp,1,3,-9.0
Cuangare,160X,Wed Aug 21 15-44-02.bmp,Cuangare/160X/Wed Aug 21 15-44-02.bmp,1,3,-9.0
Cuangare,160X,Wed Aug 21 15-44-08.bmp,Cuangare/160X/Wed Aug 21 15-44-08.bmp,1,3,-9.0
Cuangare,160X,Wed Aug 21 15-44-16.bmp,Cuangare/160X/Wed Aug 21 15-44-16.bmp,1,3,-5.399993896484375
Cuangare,160X,Wed Aug 21 15-44-27.bmp,Cuangare/160X/Wed Aug 21 15-44-27.bmp,1,4,-9.0
Cuangare,160X,Wed Aug 21 15-44-37.bmp,Cuangare/160X/Wed Aug 21 15-44-37.bmp,1,2,-9.0
Cuangare,160X,Wed Aug 21 15-44-51.bmp,Cuangare/160X/Wed Aug 21 15-44-51.bmp,1,3,-16.199996948242188
Cuangare,160X,Wed Aug 21 15-45-03.bmp,Cuangare/160X/Wed Aug 21 15-45-03.bmp,1,2,-12.600006103515625
Cuangare,160X,Wed Aug 21 15-45-22.bmp,Cuangare/160X/Wed Aug 21 15-45-22.bmp,1,2,-9.0
Cuangare,160X,Wed Aug 21 15-45-27.bmp,Cuangare/160X/Wed Aug 21 15-45-27.bmp,1,2,-9.0
Cuangare,160X,Wed Aug 21 15-45-29.bmp,Cuangare/160X/Wed Aug 21 15-45-29.bmp,1,3,-9.0
Cuangare,160X,Wed Aug 21 15-45-35.bmp,Cuangare/160X/Wed Aug 21 15-45-35.bmp,1,2,-12.600006103515625
Cuangare,160X,Wed Aug 21 15-45-41.bmp,Cuangare/160X/Wed Aug 21 15-45-41.bmp,1,3,-12.600006103515625
Cuangare,160X,Wed Aug 21 15-45-50.bmp,Cuangare/160X/Wed Aug 21 15-45-50.bmp,1,2,-9.0
Cuangare,160X,Wed Aug 21 15-46-01.bmp,Cuangare/160X/Wed Aug 21 15-46-01.bmp,1,2,-5.399993896484375
Cuangare,160X,Wed Aug 21 15-46-14.bmp,Cuangare/160X/Wed Aug 21 15-46-14.bmp,1,2,-5.399993896484375
Cuangare,160X,Wed Aug 21 15-46-21.bmp,Cuangare/160X/Wed Aug 21 15-46-21.bmp,1,2,-9.0
Cuangare,160X,Wed Aug 21 15-46-37.bmp,Cuangare/160X/Wed Aug 21 15-46-37.bmp,1,3,-5.399993896484375
Cuangare,160X,Wed Aug 21 15-47-00.bmp,Cuangare/160X/Wed Aug 21 15-47-00.bmp,1,3,-9.0
Cuangare,160X,Wed Aug 21 15-47-13.bmp,Cuangare/160X/Wed Aug 21 15-47-13.bmp,1,3,-12.600006103515625
Cuangare,160X,Wed Aug 21 15-47-19.bmp,Cuangare/160X/Wed Aug 21 15-47-19.bmp,1,3,-12.600006103515625
Cuangare,160X,Wed Aug 21 15-47-35.bmp,Cuangare/160X/Wed Aug 21 15-47-35.bmp,1,3,-9.0
